#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B5DA9C
#Date Time: 2025-02-03 19:06:51.911
#Sample rate: 625.34Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 1 V
#Negative Supply: Rdy
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
-3.059135537147792,0.0003742755338223432,-9.521997134757096e-05
-3.057536407147792,0.0003742755338223432,-9.521997134757096e-05
-3.055937277147791,0.0007088071716140045,-9.521997134757096e-05
-3.054338147147791,0.0007088071716140045,-9.521997134757096e-05
-3.052739017147792,0.0007088071716140045,-9.521997134757096e-05
-3.051139887147792,0.0007088071716140045,-9.521997134757096e-05
-3.049540757147792,0.0007088071716140045,-9.521997134757096e-05
-3.047941627147791,0.0007088071716140045,-9.521997134757096e-05
-3.046342497147791,0.0003742755338223432,-9.521997134757096e-05
-3.044743367147792,0.0003742755338223432,-9.521997134757096e-05
-3.043144237147792,0.0003742755338223432,-9.521997134757096e-05
-3.041545107147791,0.0003742755338223432,-9.521997134757096e-05
-3.039945977147791,0.0007088071716140045,-9.521997134757096e-05
-3.038346847147792,0.0007088071716140045,-9.521997134757096e-05
-3.036747717147792,0.0007088071716140045,-9.521997134757096e-05
-3.035148587147791,0.0007088071716140045,-9.521997134757096e-05
-3.033549457147791,0.0007088071716140045,-9.521997134757096e-05
-3.031950327147792,0.0007088071716140045,-9.521997134757096e-05
-3.030351197147792,0.0003742755338224954,-9.521997134757096e-05
-3.028752067147791,0.0003742755338223432,-9.521997134757096e-05
-3.027152937147791,0.0003742755338223432,-9.521997134757096e-05
-3.025553807147792,0.0003742755338223432,-9.521997134757096e-05
-3.023954677147792,0.0003742755338223432,-9.521997134757096e-05
-3.022355547147791,0.0007088071716140045,-9.521997134757096e-05
-3.020756417147791,0.0007088071716140045,-9.521997134757096e-05
-3.019157287147792,0.0007088071716140045,-9.521997134757096e-05
-3.017558157147792,0.0007088071716140045,-9.521997134757096e-05
-3.015959027147791,0.0007088071716140045,-9.521997134757096e-05
-3.014359897147791,0.0003742755338223432,-0.0004351571220405747
-3.012760767147792,0.0003742755338223432,-9.521997134757096e-05
-3.011161637147792,0.0003742755338223432,-9.521997134757096e-05
-3.009562507147791,0.0003742755338223432,-9.521997134757096e-05
-3.007963377147791,0.0003742755338223432,-9.521997134757096e-05
-3.006364247147792,0.0007088071716140045,-9.521997134757096e-05
-3.004765117147792,0.0007088071716140045,-9.521997134757096e-05
-3.003165987147791,0.0007088071716140045,-9.521997134757096e-05
-3.001566857147791,0.0007088071716140045,-9.521997134757096e-05
-2.999967727147792,0.0007088071716140045,-9.521997134757096e-05
-2.998368597147792,0.0007088071716140045,-9.521997134757096e-05
-2.996769467147791,0.0003742755338223432,-9.521997134757096e-05
-2.995170337147791,0.0003742755338223432,-9.521997134757096e-05
-2.993571207147792,0.0003742755338223432,-9.521997134757096e-05
-2.991972077147792,0.0003742755338223432,-9.521997134757096e-05
-2.990372947147791,0.0003742755338224954,-9.521997134757096e-05
-2.988773817147791,0.0007088071716140045,-9.521997134757096e-05
-2.987174687147792,0.0007088071716140045,-9.521997134757096e-05
-2.985575557147792,0.0007088071716140045,-9.521997134757096e-05
-2.983976427147791,0.0007088071716140045,-9.521997134757096e-05
-2.982377297147791,0.0007088071716140045,-9.521997134757096e-05
-2.980778167147792,0.0007088071716140045,-9.521997134757096e-05
-2.979179037147792,0.0003742755338223432,-9.521997134757096e-05
-2.977579907147791,0.0003742755338223432,-9.521997134757096e-05
-2.975980777147791,0.0003742755338223432,-9.521997134757096e-05
-2.974381647147792,0.0003742755338223432,-9.521997134757096e-05
-2.972782517147792,0.0007088071716140045,-9.521997134757096e-05
-2.971183387147791,0.0007088071716140045,-9.521997134757096e-05
-2.969584257147791,0.0007088071716140045,-9.521997134757096e-05
-2.967985127147792,0.0007088071716140045,-9.521997134757096e-05
-2.966385997147792,0.0007088071716140045,-9.521997134757096e-05
-2.964786867147792,0.0007088071716140045,-9.521997134757096e-05
-2.963187737147791,0.0003742755338223432,-9.521997134757096e-05
-2.961588607147791,0.0003742755338223432,-9.521997134757096e-05
-2.959989477147792,0.0003742755338223432,-9.521997134757096e-05
-2.958390347147792,0.0003742755338223432,-9.521997134757096e-05
-2.956791217147791,0.0007088071716140045,-9.521997134757096e-05
-2.955192087147791,0.0007088071716140045,-9.521997134757096e-05
-2.953592957147792,0.0007088071716140045,-9.521997134757096e-05
-2.951993827147792,0.0007088071716140045,-9.521997134757096e-05
-2.950394697147791,0.0007088071716140045,-9.521997134757096e-05
-2.948795567147791,0.0007088071716140045,-9.521997134757096e-05
-2.947196437147792,0.0007088071716140045,-9.521997134757096e-05
-2.945597307147792,0.0003742755338224954,-9.521997134757096e-05
-2.943998177147791,0.0003742755338223432,-9.521997134757096e-05
-2.942399047147791,0.0003742755338223432,-9.521997134757096e-05
-2.940799917147792,0.0003742755338223432,-9.521997134757096e-05
-2.939200787147792,0.0007088071716138524,-9.521997134757096e-05
-2.937601657147791,0.0007088071716140045,-9.521997134757096e-05
-2.936002527147791,0.0007088071716140045,-9.521997134757096e-05
-2.934403397147792,0.0007088071716140045,-9.521997134757096e-05
-2.932804267147792,0.0007088071716140045,-9.521997134757096e-05
-2.931205137147791,0.0007088071716140045,-9.521997134757096e-05
-2.929606007147791,0.0003742755338223432,-9.521997134757096e-05
-2.928006877147792,0.0003742755338223432,-9.521997134757096e-05
-2.926407747147792,0.0003742755338223432,-9.521997134757096e-05
-2.924808617147791,0.0003742755338223432,-9.521997134757096e-05
-2.923209487147791,0.0007088071716140045,-9.521997134757096e-05
-2.921610357147792,0.0007088071716140045,-9.521997134757096e-05
-2.920011227147792,0.0007088071716140045,-9.521997134757096e-05
-2.918412097147791,0.0007088071716140045,-9.521997134757096e-05
-2.916812967147791,0.0007088071716140045,-9.521997134757096e-05
-2.915213837147792,0.0007088071716140045,-9.521997134757096e-05
-2.913614707147792,0.0007088071716140045,-9.521997134757096e-05
-2.912015577147791,0.0003742755338223432,-9.521997134757096e-05
-2.910416447147791,0.0003742755338223432,-9.521997134757096e-05
-2.908817317147792,0.0003742755338223432,-9.521997134757096e-05
-2.907218187147792,0.0007088071716140045,-9.521997134757096e-05
-2.905619057147791,0.0007088071716140045,-9.521997134757096e-05
-2.904019927147791,0.0007088071716140045,-9.521997134757096e-05
-2.902420797147792,0.0007088071716140045,-9.521997134757096e-05
-2.900821667147792,0.0007088071716140045,-9.521997134757096e-05
-2.899222537147791,0.0007088071716140045,-9.521997134757096e-05
-2.897623407147791,0.0007088071716140045,-9.521997134757096e-05
-2.896024277147792,0.0003742755338223432,-9.521997134757096e-05
-2.894425147147792,0.0003742755338223432,-9.521997134757096e-05
-2.892826017147791,0.0003742755338223432,-9.521997134757096e-05
-2.891226887147791,0.0003742755338223432,-9.521997134757096e-05
-2.889627757147792,0.0007088071716140045,-9.521997134757096e-05
-2.888028627147792,0.0007088071716140045,-9.521997134757096e-05
-2.886429497147791,0.0007088071716140045,-9.521997134757096e-05
-2.884830367147791,0.0007088071716140045,-9.521997134757096e-05
-2.883231237147792,0.0007088071716140045,-9.521997134757096e-05
-2.881632107147792,0.0007088071716140045,-9.521997134757096e-05
-2.880032977147792,0.0003742755338224954,-9.521997134757096e-05
-2.878433847147791,0.0003742755338223432,-9.521997134757096e-05
-2.876834717147791,0.0003742755338223432,-9.521997134757096e-05
-2.875235587147792,0.0007088071716140045,-9.521997134757096e-05
-2.873636457147792,0.0003742755338224954,-9.521997134757096e-05
-2.872037327147791,0.0007088071716140045,-9.521997134757096e-05
-2.870438197147791,0.0007088071716140045,-9.521997134757096e-05
