Time (s),Voltage (Volts),Voltage (microvolts)
0.5437043529,0.0007088071716,708.8071716
0.5453034829,0.0007088071716,708.8071716
0.5469026129,0.0003742755338,374.2755338
0.5485017429,0.0003742755338,374.2755338
0.5501008729,0.0003742755338,374.2755338
0.5517000029,3.97E-05,3.97E+01
0.5532991329,0.0003742755338,374.2755338
0.5548982629,0.0003742755338,374.2755338
0.5564973929,0.0007088071716,708.8071716
0.5580965229,0.0007088071716,708.8071716
0.5596956529,0.0007088071716,708.8071716
0.5612947829,0.0007088071716,708.8071716
0.5628939129,0.0007088071716,708.8071716
0.5644930429,0.0003742755338,374.2755338
0.5660921729,0.0003742755338,374.2755338
0.5676913029,0.0003742755338,374.2755338
0.5692904329,0.0003742755338,374.2755338
0.5708895629,0.0003742755338,374.2755338
0.5724886929,0.0007088071716,708.8071716
0.5740878229,0.0007088071716,708.8071716
0.5756869529,0.0007088071716,708.8071716
0.5772860829,0.0007088071716,708.8071716
0.5788852129,0.0007088071716,708.8071716
0.5804843429,0.0003742755338,374.2755338
0.5820834729,0.0003742755338,374.2755338
0.5836826029,0.0003742755338,374.2755338
0.5852817329,0.0003742755338,374.2755338
0.5868808629,0.0003742755338,374.2755338
0.5884799929,0.0003742755338,374.2755338
0.5900791229,0.0007088071716,708.8071716
0.5916782529,0.0007088071716,708.8071716
0.5932773829,0.0007088071716,708.8071716
0.5948765129,0.0007088071716,708.8071716
0.5964756429,0.0007088071716,708.8071716
0.5980747729,0.0003742755338,374.2755338
0.5996739029,0.0003742755338,374.2755338
0.6012730329,3.97E-05,3.97E+01
0.6028721629,0.0003742755338,374.2755338
0.6044712929,0.0003742755338,374.2755338
0.6060704229,0.0007088071716,708.8071716
0.6076695529,0.0007088071716,708.8071716
0.6092686829,0.0007088071716,708.8071716
0.6108678129,0.0007088071716,708.8071716
0.6124669429,0.0007088071716,708.8071716
0.6140660729,0.0003742755338,374.2755338
0.6156652029,0.0003742755338,374.2755338
0.6172643329,0.0003742755338,374.2755338
0.6188634629,0.0003742755338,374.2755338
0.6204625929,0.0003742755338,374.2755338
0.6220617229,0.0003742755338,374.2755338
0.6236608529,0.0007088071716,708.8071716
0.6252599829,0.0007088071716,708.8071716
0.6268591129,0.0007088071716,708.8071716
0.6284582429,0.0007088071716,708.8071716
0.6300573729,0.0003742755338,374.2755338
0.6316565029,0.0003742755338,374.2755338
0.6332556329,0.0003742755338,374.2755338
0.6348547629,3.97E-05,3.97E+01
0.6364538929,0.0003742755338,374.2755338
0.6380530229,0.0003742755338,374.2755338
0.6396521529,0.0007088071716,708.8071716
0.6412512829,0.0007088071716,708.8071716
0.6428504129,0.0007088071716,708.8071716
0.6444495429,0.0007088071716,708.8071716
0.6460486729,0.0007088071716,708.8071716
0.6476478029,0.0003742755338,374.2755338
0.6492469329,0.0003742755338,374.2755338
0.6508460629,0.0003742755338,374.2755338
0.6524451929,0.0003742755338,374.2755338
0.6540443229,0.0003742755338,374.2755338
0.6556434529,0.0007088071716,708.8071716
0.6572425829,0.0007088071716,708.8071716
0.6588417129,0.0007088071716,708.8071716
0.6604408429,0.0007088071716,708.8071716
0.6620399729,0.0007088071716,708.8071716
0.6636391029,0.0003742755338,374.2755338
0.6652382329,0.0003742755338,374.2755338
0.6668373629,0.0003742755338,374.2755338
0.6684364929,0.0003742755338,374.2755338
0.6700356229,0.0003742755338,374.2755338
0.6716347529,0.0003742755338,374.2755338
0.6732338829,0.0007088071716,708.8071716
0.6748330129,0.0007088071716,708.8071716
0.6764321429,0.0007088071716,708.8071716
0.6780312729,0.0007088071716,708.8071716
0.6796304029,0.0007088071716,708.8071716
0.6812295329,0.0003742755338,374.2755338
0.6828286629,0.0003742755338,374.2755338
0.6844277929,0.0003742755338,374.2755338
0.6860269229,0.0003742755338,374.2755338
0.6876260529,0.0003742755338,374.2755338
0.6892251829,0.0007088071716,708.8071716
0.6908243129,0.0007088071716,708.8071716
0.6924234429,0.0007088071716,708.8071716
0.6940225729,0.0007088071716,708.8071716
0.6956217029,0.0007088071716,708.8071716
0.6972208329,0.0003742755338,374.2755338
0.6988199629,0.0003742755338,374.2755338
0.7004190929,0.0003742755338,374.2755338
0.7020182229,0.0003742755338,374.2755338
0.7036173529,0.0003742755338,374.2755338
0.7052164829,0.0007088071716,708.8071716
0.7068156129,0.0007088071716,708.8071716
0.7084147429,0.0007088071716,708.8071716
0.7100138729,0.0007088071716,708.8071716
0.7116130029,0.0007088071716,708.8071716
0.7132121329,0.0007088071716,708.8071716
0.7148112629,0.0003742755338,374.2755338
0.7164103929,0.0003742755338,374.2755338
0.7180095229,0.0003742755338,374.2755338
0.7196086529,0.0003742755338,374.2755338
0.7212077829,0.0003742755338,374.2755338
0.7228069129,0.0007088071716,708.8071716
0.7244060429,0.0007088071716,708.8071716
0.7260051729,0.0007088071716,708.8071716
0.7276043029,0.0007088071716,708.8071716
0.7292034329,0.0007088071716,708.8071716
0.7308025629,0.0003742755338,374.2755338
0.7324016929,0.0003742755338,374.2755338
0.7340008229,0.0003742755338,374.2755338
0.7355999529,0.0003742755338,374.2755338
0.7371990829,0.0003742755338,374.2755338
0.7387982129,0.0007088071716,708.8071716
0.7403973429,0.0007088071716,708.8071716
0.7419964729,0.0007088071716,708.8071716
0.7435956029,0.0007088071716,708.8071716
0.7451947329,0.0007088071716,708.8071716
0.7467938629,0.0003742755338,374.2755338
0.7483929929,0.0003742755338,374.2755338
0.7499921229,0.0003742755338,374.2755338
0.7515912529,0.0003742755338,374.2755338
0.7531903829,0.0003742755338,374.2755338
0.7547895129,0.0003742755338,374.2755338
0.7563886429,0.0007088071716,708.8071716
0.7579877729,0.0007088071716,708.8071716
0.7595869029,0.0007088071716,708.8071716
0.7611860329,0.0007088071716,708.8071716
0.7627851629,0.0007088071716,708.8071716
0.7643842929,0.0003742755338,374.2755338
0.7659834229,0.0003742755338,374.2755338
0.7675825529,0.0003742755338,374.2755338
0.7691816829,0.0003742755338,374.2755338
0.7707808129,0.0003742755338,374.2755338
0.7723799429,0.0007088071716,708.8071716
0.7739790729,0.0007088071716,708.8071716
0.7755782029,0.0007088071716,708.8071716
0.7771773329,0.0007088071716,708.8071716
0.7787764629,0.0007088071716,708.8071716
0.7803755929,0.0003742755338,374.2755338
0.7819747229,0.0003742755338,374.2755338
0.7835738529,0.0003742755338,374.2755338
0.7851729829,0.0003742755338,374.2755338
0.7867721129,0.0003742755338,374.2755338
0.7883712429,0.0007088071716,708.8071716
0.7899703729,0.0007088071716,708.8071716
0.7915695029,0.0007088071716,708.8071716
0.7931686329,0.0007088071716,708.8071716
0.7947677629,0.0007088071716,708.8071716
0.7963668929,0.0007088071716,708.8071716
0.7979660229,0.0003742755338,374.2755338
0.7995651529,0.0003742755338,374.2755338
0.8011642829,0.0003742755338,374.2755338
0.8027634129,0.0003742755338,374.2755338
0.8043625429,0.0003742755338,374.2755338
0.8059616729,0.0007088071716,708.8071716
0.8075608029,0.001043338809,1043.338809
0.8091599329,0.0007088071716,708.8071716
0.8107590629,0.0007088071716,708.8071716
0.8123581929,0.0007088071716,708.8071716
0.8139573229,0.0003742755338,374.2755338
0.8155564529,0.0003742755338,374.2755338
0.8171555829,0.0003742755338,374.2755338
0.8187547129,0.0003742755338,374.2755338
0.8203538429,0.0003742755338,374.2755338
0.8219529729,0.0007088071716,708.8071716
0.8235521029,0.0007088071716,708.8071716
0.8251512329,0.0007088071716,708.8071716
0.8267503629,0.001043338809,1043.338809
0.8283494929,0.0007088071716,708.8071716
0.8299486229,0.0007088071716,708.8071716
0.8315477529,0.0003742755338,374.2755338
0.8331468829,0.0003742755338,374.2755338
0.8347460129,0.0003742755338,374.2755338
0.8363451429,0.0003742755338,374.2755338
0.8379442729,0.0003742755338,374.2755338
0.8395434029,0.0007088071716,708.8071716
0.8411425329,0.0007088071716,708.8071716
0.8427416629,0.0007088071716,708.8071716
0.8443407929,0.0007088071716,708.8071716
0.8459399229,0.0007088071716,708.8071716
0.8475390529,0.0003742755338,374.2755338
0.8491381829,0.0003742755338,374.2755338
0.8507373129,0.0003742755338,374.2755338
0.8523364429,0.0003742755338,374.2755338
0.8539355729,0.0003742755338,374.2755338
0.8555347029,0.0007088071716,708.8071716
0.8571338329,0.0007088071716,708.8071716
0.8587329629,0.0007088071716,708.8071716
0.8603320929,0.0007088071716,708.8071716
0.8619312229,0.0007088071716,708.8071716
0.8635303529,0.0003742755338,374.2755338
0.8651294829,0.0003742755338,374.2755338
0.8667286129,0.0003742755338,374.2755338
0.8683277429,0.0003742755338,374.2755338
0.8699268729,0.0003742755338,374.2755338
0.8715260029,0.0003742755338,374.2755338
0.8731251329,0.0007088071716,708.8071716
0.8747242629,0.0007088071716,708.8071716
0.8763233929,0.0007088071716,708.8071716
0.8779225229,0.0007088071716,708.8071716
0.8795216529,0.0007088071716,708.8071716
0.8811207829,0.0003742755338,374.2755338
0.8827199129,0.0003742755338,374.2755338
0.8843190429,0.0003742755338,374.2755338
0.8859181729,0.0003742755338,374.2755338
0.8875173029,0.0003742755338,374.2755338
0.8891164329,0.0007088071716,708.8071716
0.8907155629,0.0007088071716,708.8071716
0.8923146929,0.0007088071716,708.8071716
0.8939138229,0.0007088071716,708.8071716
0.8955129529,0.0007088071716,708.8071716
0.8971120829,0.0003742755338,374.2755338
0.8987112129,0.0003742755338,374.2755338
0.9003103429,0.0003742755338,374.2755338
0.9019094729,0.0003742755338,374.2755338
0.9035086029,0.0003742755338,374.2755338
0.9051077329,0.0003742755338,374.2755338
0.9067068629,0.0007088071716,708.8071716
0.9083059929,0.0007088071716,708.8071716
0.9099051229,0.0007088071716,708.8071716
0.9115042529,0.0007088071716,708.8071716
0.9131033829,0.0007088071716,708.8071716
0.9147025129,0.0003742755338,374.2755338
0.9163016429,0.0003742755338,374.2755338
0.9179007729,0.0003742755338,374.2755338
0.9194999029,0.0003742755338,374.2755338
0.9210990329,0.0003742755338,374.2755338
0.9226981629,0.0007088071716,708.8071716
0.9242972929,0.0007088071716,708.8071716
0.9258964229,0.0007088071716,708.8071716
0.9274955529,0.0007088071716,708.8071716
0.9290946829,0.0007088071716,708.8071716
0.9306938129,0.0003742755338,374.2755338
